483,Investment research,Joe Mansueto,$6.2 B,United States
484,Biotech and investments,Dona Bertarelli,$6.2 B,Switzerland
485,Investments,Dirk Ziff,$6.2 B,United States
485,Investments,Daniel Ziff,$6.2 B,United States
487,Investments,Robert Ziff,$6.2 B,United States
488,Software,Scott Cook,$6.2 B,United States
489,Hedge funds,Stanley Druckenmiller,$6.2 B,United States
490,Airline,Rakesh Gangwal,$6.1 B,United States
491,Toyota dealerships,Dan Friedkin,$6.1 B,United States
492,Hedge fund,Philippe Laffont,$6.1 B,United States
493,Hedge funds,Paul Singer,$6.1 B,United States
494,Construction,Rafael Del Pino,$6.1 B,Spain
495,Drugstores,Stefano Pessina,$6.1 B,Monaco
496,New Orleans Saints,Gayle Benson,$6.1 B,United States
497,Venture capital,Michael Moritz,$6.1 B,United States
498,Finance,Todd Boehly,$6.1 B,United States
499,IT provider,Leo Koguan,$6.0 B,United States
500,"Finance, asset management",Mark Walter,$6.0 B,United States
501,Retail,Les Wexner & family,$6.0 B,United States
502,Liquor,William Goldring & family,$6.0 B,United States
503,Electrical equipment,Vinod Rai Gupta,$6.0 B,India
504,"Construction equipment, media",Kerry Stokes,$6.0 B,Australia
505,Real estate,Vikas Oberoi,$6.0 B,India
506,Pharmaceuticals,Alain Merieux & family,$6.0 B,France
507,Photovoltaic equipment,Cao Renxian,$5.9 B,China
508,Lego,Kjeld Kirk Kristiansen,$5.9 B,Denmark
509,Facebook,Jeff Rothschild,$5.9 B,United States
510,E-commerce,Tobi Lutke,$5.9 B,Canada
511,Tech investments,Yuri Milner,$5.9 B,Israel
512,Pharmaceuticals,Robert Duggan,$5.8 B,United States
513,Temp agency,Frits Goldschmeding,$5.8 B,Netherlands
514,Real estate management,Robert Faith,$5.8 B,United States
515,Dairy,Theo Mueller,$5.8 B,Germany
516,San Francisco 49ers,Denise York & family,$5.8 B,United States
517,Medical devices,Rudolf Maag,$5.7 B,Switzerland
518,Video games,Tim Sweeney,$5.7 B,United States
519,Payroll services,Tom Golisano,$5.7 B,United States
520,"Media, automotive",Blair Parry-Okeden,$5.7 B,United States
521,FedEx,Fred Smith,$5.7 B,United States
522,Fintech,Mikhail Lomtadze,$5.7 B,Georgia
523,"Media, automotive",Jim Kennedy,$5.7 B,United States
524,Luxury goods,Patrizio Bertelli,$5.7 B,Italy
525,Record label,Clive Calder,$5.7 B,United Kingdom
526,Luxury goods,Miuccia Prada,$5.7 B,Italy
527,Venture capital,Tench Coxe,$5.7 B,United States
528,Real estate,John A. Sobrato & family,$5.7 B,United States
529,Poultry genetics,Erich Wesjohann & family,$5.7 B,Germany
530,Investments,Chase Coleman III,$5.7 B,United States
531,Retail,Shen Guojun,$5.6 B,China
532,Finance,Cho Jung-ho,$5.6 B,South Korea
533,"Food, beverages",Tsai Eng-meng,$5.6 B,Taiwan
534,Online gambling,Mark Scheinberg,$5.6 B,Canada
535,"Energy, sports",Janice McNair,$5.6 B,United States
536,"Cement, sugar",Abdulsamad Rabiu,$5.6 B,Nigeria
537,Consumer goods,Renate Reimann-Haas,$5.6 B,Germany
537,Consumer goods,Matthias Reimann-Andersen,$5.6 B,Germany
537,Consumer goods,Stefan Reimann-Andersen,$5.6 B,Germany
537,Consumer goods,Wolfgang Reimann,$5.6 B,Germany
541,Navigation equipment,Min Kao & family,$5.6 B,United States
542,Agriculture,Stewart Resnick,$5.6 B,United States
542,Agriculture,Lynda Resnick,$5.6 B,United States
544,"Tobacco distribution, retail",Igor Kesaev,$5.6 B,Russia
545,Supermarkets,Juan Roig,$5.6 B,Spain
546,Finance,Daniel Tsai,$5.6 B,Taiwan
547,Sporting goods,Michel Leclercq & family,$5.6 B,France
548,Banking,Andre Esteves,$5.6 B,Brazil
549,Financial information,Qi Shi & family,$5.6 B,China
550,Investments,Herbert Wertheim,$5.5 B,United States
551,Diversified,James Irving,$5.5 B,Canada
552,Investments,Sofia Högberg Schörling,$5.5 B,Sweden
552,Investments,Märta Schörling Andreen,$5.5 B,Sweden
554,Auto parts,Wu Jianshu,$5.5 B,Hong Kong
555,Paints,Mahendra Choksi & family,$5.4 B,India
556,Sports retailing,Michael Ashley,$5.4 B,United Kingdom
557,Finance,Richard Tsai,$5.4 B,Taiwan
558,Carnival Cruises,Shari Arison,$5.4 B,Israel
559,Telecom,Robert Hale Jr,$5.4 B,United States
560,E-commerce,Richard Liu,$5.4 B,China
561,Bloomberg LP,Thomas Secunda,$5.4 B,United States
562,Oil trading,Torbjorn Tornqvist,$5.4 B,Sweden
563,Diversified,Sumet Jiaravanon,$5.4 B,Thailand
564,Internet search,Robin Li,$5.4 B,China
565,Food,Murat Ulker,$5.4 B,Turkey
566,Chemicals,John Reece,$5.4 B,United Kingdom
567,Chemicals,Andrew Currie,$5.4 B,United Kingdom
568,"Online media, Dallas Mavericks",Mark Cuban,$5.4 B,United States
569,"Timberland, lumber mills",Archie Aldis Emmerson & family,$5.4 B,United States
570,Lululemon,Chip Wilson,$5.3 B,Canada
571,Diversified,Jaran Chiaravanont,$5.3 B,Thailand
572,"Software, investments",Martin Haefner,$5.3 B,Switzerland
573,Investments,Kenneth Dart,$5.3 B,Belize
574,Restaurants,Zhang Yong,$5.3 B,Singapore
575,Star Wars,George Lucas,$5.3 B,United States
576,Diversified,Sanjiv Bajaj,$5.3 B,India
576,Diversified,Rajiv Bajaj,$5.3 B,India
578,"Oil, investments",Robert Bass,$5.3 B,United States
579,Real estate,Rick Caruso,$5.3 B,United States
580,Digital advertising,Jeff T. Green,$5.3 B,United States
581,Medical equipment,Jon Stryker,$5.3 B,United States
582,Diversified,Rajan Raheja & family,$5.2 B,India
583,Private equity,Justin Ishbia,$5.2 B,United States
584,Commodities,Margarita Louis-Dreyfus & family,$5.2 B,Switzerland
585,Manufacturing,Horst Julius Pudwill,$5.2 B,Germany
586,Cosmetics,Miguel Krigsner,$5.2 B,Brazil
587,"Chemicals, building products",Dorothy Chao Jenkins & family,$5.2 B,United States
587,"Chemicals, building products",Albert Chao & family,$5.2 B,United States
587,"Chemicals, building products",James Chao & family,$5.2 B,United States
590,Supermarkets,Tomasz Biernacki,$5.2 B,Poland
591,Engineering,Baba Kalyani,$5.2 B,India
592,Petrochemicals,Lin Shu-hong,$5.2 B,Taiwan
593,Energy drinks,Russ Weiner,$5.2 B,United States
594,Apparel,Gao Dekang & family,$5.2 B,China
595,Agribusiness,Liu Yonghao & family,$5.2 B,China
596,Email marketing,Dan Kurzius,$5.1 B,United States
597,Software,Udo Tschira,$5.1 B,Germany
597,software,Gerda Tschira,$5.1 B,Germany
597,Software,Harald Tschira,$5.1 B,Germany
600,Batteries,Li Ping,$5.1 B,Hong Kong
601,Homebuilding,Peter Gilgan,$5.1 B,Canada
602,Sports,John Henry,$5.1 B,United States
603,Software,Joseph Liemandt,$5.1 B,United States
604,Investments,Lin Li,$5.1 B,China
605,Diversified,Tahir & family,$5.1 B,Indonesia
606,Money management,Ron Baron,$5.1 B,United States
607,Private equity,Tony Tamer,$5.1 B,United States
607,Private equity,Sami Mnaymneh,$5.1 B,United States
609,Software,John Sall,$5.1 B,United States
610,Cleaning products,Helen Johnson-Leipold,$5.1 B,United States
611,Investments,Carl Icahn,$5.1 B,United States
612,Gas stations,Bill Haslam,$5.1 B,United States
613,Real estate,Hussain Sajwani,$5.1 B,United Arab Emirates
614,Software,Romesh T. Wadhwani,$5.1 B,United States
615,Cleaning products,Winifred J. Marquart,$5.0 B,United States
616,Cable television,Charles Dolan & family,$5.0 B,United States
617,Cleaning products,H. Fisk Johnson,$5.0 B,United States
618,Cleaning products,S. Curtis Johnson,$5.0 B,United States
619,"Hotels, investments",Jean (Gigi) Pritzker,$5.0 B,United States
620,Pipe Manufacturing,Paolo Rocca,$5.0 B,Italy
621,Pipe Manufacturing,Gianfelice Rocca,$5.0 B,Italy
622,"Book distribution, transportation",Martha Ingram & family,$5.0 B,United States
623,Dolby Laboratories,Dagmar Dolby & family,$5.0 B,United States
624,Software,Dietmar Hopp & family,$5.0 B,Germany
625,Real estate,Chandru Raheja,$5.0 B,India
626,Financial services,Andre Koo Sr,$5.0 B,Taiwan
627,Finance,Tsai Hong-tu,$5.0 B,Taiwan
628,"Cement, diversified",Francesco Gaetano Caltagirone,$4.9 B,Italy
629,Real estate,Donald Trump,$4.9 B,United States
630,Investments,Bidzina Ivanishvili,$4.9 B,Georgia
631,Pharmaceutical ingredients,Li Ge,$4.9 B,United States
632,Pharmacies,Daryl Katz,$4.9 B,Canada
633,Finance,Rajiv Jain,$4.9 B,United States
634,Coffee makers,Giuseppe De'Longhi & family,$4.9 B,Italy
635,Spotify,Daniel Ek,$4.9 B,Sweden
636,Oil & gas,Trevor Rees-Jones,$4.9 B,United States
637,Real estate,Alexandra Schoerghuber & family,$4.9 B,Germany
638,Computer hardware,Charles Liang,$4.9 B,United States
639,Cargill,Gwendolyn Sontheim Meyer,$4.9 B,United States
640,"Telecoms, media, oil-services",Ananda Krishnan,$4.9 B,Malaysia
641,Banking,Timur Kulibayev,$4.9 B,Kazakhstan
641,Banking,Dinara Kulibaeva,$4.9 B,Kazakhstan
643,"Billboards, Los Angeles Angels",Arturo Moreno,$4.9 B,United States
644,"Computer services, real estate",Margot Birmingham Perot,$4.9 B,United States
645,Medical devices,Hansjoerg Wyss,$4.9 B,Switzerland
646,Finance,Tsai Cheng-ta,$4.9 B,Taiwan
647,Oil & gas,Alejandro Bulgheroni,$4.9 B,Argentina
648,Medical devices,Willy Michel,$4.9 B,Switzerland
649,Private equity,Stephen Feinberg,$4.8 B,United States
650,Email marketing,Ben Chestnut,$4.8 B,United States
651,Hyundai,Mong-Koo Chung,$4.8 B,South Korea
652,Microchip testing,Giuseppe Crippa & family,$4.8 B,Italy
653,Franklin Templeton,Charles B. Johnson,$4.8 B,United States
654,Shipping,George Economou,$4.8 B,Greece
655,Diversified,Chairul Tanjung,$4.8 B,Indonesia
656,"Banking, minerals",Joao Moreira Salles,$4.8 B,Brazil
656,"Banking, minerals",Walther Moreira Salles Junior,$4.8 B,Brazil
658,U-Haul,Mark Shoen,$4.8 B,United States
659,Movies,Steven Spielberg,$4.8 B,United States
660,Retail,Renuka Jagtiani,$4.8 B,India
661,Gaming,Forrest Li,$4.8 B,Singapore
662,Real estate,Herb Simon,$4.8 B,United States
663,Package delivery,Lai Meisong,$4.8 B,China
664,"Manufacturing, investments",Mitchell Rales,$4.8 B,United States
665,Netflix,Reed Hastings,$4.8 B,United States
666,Software,Georg Nemetschek & family,$4.8 B,Germany
667,Consumer goods,Nusli Wadia,$4.7 B,India
668,Uber,Garrett Camp,$4.7 B,Canada
669,Eyeglasses,Claudio Del Vecchio,$4.7 B,Italy
670,Eyeglasses,Rocco Basilico,$4.7 B,Italy
671,Eyeglasses,Paola Del Vecchio,$4.7 B,Italy
671,Eyeglasses,Marisa Del Vecchio,$4.7 B,Italy
671,Eyeglases,Clemente Del Vecchio,$4.7 B,Italy
671,Eyeglasses,Leonardo Maria Del Vecchio,$4.7 B,Italy
671,Eyeglasses,Nicoletta Zampillo,$4.7 B,Italy
671,Eyeglasses,Luca Del Vecchio,$4.7 B,Italy
677,Financial services,Nithin Kamath,$4.7 B,India
678,IT provider,Jim Kavanaugh,$4.7 B,United States
679,Real estate,Chan Laiwa & family,$4.7 B,China
680,Real estate,Carlo Fidani,$4.7 B,Canada
681,Dental implants,Thomas Straumann,$4.7 B,Switzerland
682,Diversified,Zahan Mistry,$4.7 B,Ireland
682,Diversified,Firoz Mistry,$4.7 B,Ireland
684,Industrial explosives,Satyanarayan Nuwal,$4.7 B,India
685,Fashion retail,Friedrich Knapp,$4.7 B,Germany
686,"Biotech, vaccines",Stéphane Bancel,$4.7 B,France
687,Philadelphia Eagles,Jeffrey Lurie & family,$4.6 B,United States
688,"Retail, real estate",Odd Reitan & family,$4.6 B,Norway
689,Metals,Igor Altushkin,$4.6 B,Russia
690,Venture capital,Leonid Boguslavsky,$4.6 B,Canada
691,Semiconductors,Kwak Dong Shin,$4.6 B,South Korea
692,Real estate,Ian Livingstone,$4.6 B,United Kingdom
692,Real estate,Richard Livingstone,$4.6 B,United Kingdom
694,Drugstores,Dirk Rossmann & family,$4.6 B,Germany
695,"Shipping, seafood",Kjell Inge Rokke,$4.6 B,Norway
696,Real estate,Zhu Yan & family,$4.6 B,China
697,Shipping,Yang Shaopeng,$4.6 B,China
698,Furniture,Ronald Wanek,$4.6 B,United States
699,Little Caesars Pizza,Marian Ilitch,$4.6 B,United States
700,metals,Xiang Guangda,$4.6 B,China
701,Pharmaceuticals,Zhu Baoguo & family,$4.6 B,China
702,Mobile phone retailer,Yasumitsu Shigeta,$4.6 B,Japan
703,Semiconductors,Yu Renrong,$4.6 B,China
704,Kitchen appliances,Michael Pieper,$4.6 B,Switzerland
705,Estee Lauder,Ronald Lauder,$4.6 B,United States
706,Software services,N.R. Narayana Murthy,$4.5 B,India
707,Automobiles,Abhay Firodia,$4.5 B,India
708,Investments,Peter Kellogg,$4.5 B,United States
709,Retail,Tom Morris,$4.5 B,United Kingdom
710,EBay,Jeff Skoll,$4.5 B,United States
711,"Oil & gas, investments",Lynn Schusterman & family,$4.5 B,United States
712,Insurance,William Berkley,$4.5 B,United States
713,Cheese,Emanuele (Lino) Saputo & family,$4.5 B,Canada
714,Cargill,James Cargill II,$4.5 B,United States
714,Cargill,Austen Cargill II,$4.5 B,United States
714,Cargill,Marianne Liebmann,$4.5 B,United States
717,Engineering,Anu Aga,$4.5 B,India
718,cryptocurrency,Michael Saylor,$4.5 B,United States
719,Auto parts,Nirmal Minda,$4.5 B,India
720,Fashion retail,Isak Andic & family,$4.5 B,Spain
721,Tires,Arvind Poddar,$4.5 B,India
722,Aluminum,Koon Poh Keong,$4.4 B,Malaysia
723,Defense Contracting,Michal Strnad,$4.4 B,Czech Republic
724,Retail,Samuel Yin,$4.4 B,Taiwan
725,Jewelry,Joy Alukkas,$4.4 B,India
726,Car dealerships,Gail Miller,$4.4 B,United States
727,Telecom,Richard Li,$4.4 B,Hong Kong
728,Software,Melanie Perkins,$4.4 B,Australia
728,Software,Cliff Obrecht,$4.4 B,Australia
730,"Palm oil, nickel mining",Lim Hariyanto Wijaya Sarwono,$4.4 B,Indonesia
731,Banking,Juan Carlos Escotet,$4.4 B,Venezuela
732,Metals,Andrei Kozitsyn,$4.4 B,Russia
733,Software,Gil Shwed,$4.4 B,Israel
734,Indianapolis Colts,James Irsay,$4.4 B,United States
735,Private equity,Jim Coulter,$4.4 B,United States
736,Finance and investments,Stephen Smith,$4.4 B,Canada
737,Washington Commanders,Dan Snyder,$4.4 B,United States
738,Best Buy,Richard Schulze,$4.3 B,United States
739,Chemicals,Luo Liguo & family,$4.3 B,China
740,Publishing,Stefan von Holtzbrinck,$4.3 B,Germany
741,Pharmaceuticals,Jerzy Starak,$4.3 B,Poland
742,"Oil, banking, telecom",Pyotr Aven,$4.3 B,Russia
743,Real estate,Cai Kui,$4.3 B,China
744,Medical packaging,Sergio Stevanato & family,$4.3 B,Italy
745,Food service,Jeremy Jacobs Sr & family,$4.3 B,United States
746,Telecom,Shaul Shani,$4.3 B,Israel
747,Drones,Frank Wang,$4.3 B,China
748,Videogames,Gabe Newell,$4.3 B,United States
749,Marvel comics,Isaac Perlmutter,$4.3 B,United States
750,Biochemicals,Peter Grogg,$4.3 B,Switzerland
751,Mining,Clive Palmer,$4.3 B,Australia
752,"Oil, real estate",John Catsimatidis,$4.3 B,United States
753,Two-wheelers,Venu Srinivasan,$4.3 B,India
754,Food services,Danielle Bellon & family,$4.2 B,France
755,Pharmaceuticals,Egor Kulkov,$4.2 B,Russia
756,Computer networking,Jayshree Ullal,$4.2 B,United States
757,Spirits,Luca Garavoglia,$4.2 B,Italy
758,Semiconductors,Tsai Ming-kai,$4.2 B,Taiwan
759,Acoustic components,Jiang Bin,$4.2 B,China
760,Hospitals,Jorge Moll Filho & family,$4.2 B,Brazil
761,"Elevators, escalators",Antti Herlin,$4.2 B,Finland
762,Samsung,Hong Ra-hee,$4.2 B,South Korea
763,Beverages,Nick Caporella,$4.2 B,United States
764,Shein,Ren Xiaoqing,$4.2 B,China
764,Shein,Maggie Gu,$4.2 B,China
764,Shein,Molly Miao,$4.2 B,China
767,Finance,Marc Ladreit de Lacharriere,$4.2 B,France
768,Electric vehicles,Li Xiang,$4.2 B,China
769,Aircraft leasing,Steven Udvar-Hazy,$4.2 B,United States
770,Software,Mark Leonard & family,$4.2 B,Canada
771,Banking,Carlos Hank Rhon & family,$4.2 B,Mexico
772,"Netscape, investments",James Clark,$4.2 B,United States
773,Electronics,Zhang Hejun,$4.2 B,China
774,Trucking,Johnelle Hunt,$4.2 B,United States
775,U-Haul,E. Joe Shoen,$4.1 B,United States
776,Building materials,Maggie Hardy,$4.1 B,United States
777,Ticketing service,Klaus-Peter Schulenberg,$4.1 B,Germany
778,Investments,Hamilton James & family,$4.1 B,United States
779,Diversified,Pham Nhat Vuong,$4.1 B,Vietnam
780,Cybersecurity,Ken Xie,$4.1 B,United States
781,Online media,Barry Diller,$4.1 B,United States
782,Investments,Ryan Cohen,$4.1 B,Canada
783,Staffing & recruiting,Jim Davis,$4.1 B,United States
784,Logistics,Brad Jacobs,$4.1 B,United States
785,Retail,Takao Yasuda,$4.1 B,Japan
786,"Auto parts, distribution",Nicolas D'Ieteren,$4.1 B,Belgium
787,"Twitter, Square",Jack Dorsey,$4.0 B,United States
788,Private equity,Daniel D'Aniello,$4.0 B,United States
789,"Steel, coal",Rinat Akhmetov,$4.0 B,Ukraine
790,Real estate,Donald Sterling,$4.0 B,United States
791,TD Ameritrade,J. Joe Ricketts & family,$4.0 B,United States
792,Hotels,Bob Gaglardi & family,$4.0 B,Canada
793,Real estate,Erik Selin,$4.0 B,Sweden
794,Medical devices,Jian Yao,$4.0 B,China
795,Petrochemicals,Fan Hongwei,$4.0 B,China
796,Semiconductors,Morris Chang,$4.0 B,Taiwan
797,"Construction, pipes, banking",Arkady Rotenberg,$4.0 B,Russia
798,Fashion retail,Zhou Jianping,$4.0 B,China
799,Real estate,Sergei Gordeev,$4.0 B,Russia
800,Electronic trading,Vincent Viola,$4.0 B,United States
801,Fashion,Renzo Rosso & family,$3.9 B,Italy
802,Liquor,Wang Junlin & family,$3.9 B,China
803,Casinos,Pansy Ho,$3.9 B,Hong Kong
804,"Consumer goods, real estate",Jamshyd Godrej,$3.9 B,India
804,Consumer goods,Adi Godrej,$3.9 B,India
804,"Consumer goods, real estate",Nadir Godrej,$3.9 B,India
804,Consumer goods,Smita Crishna-Godrej,$3.9 B,India
804,"Consumer goods, real estate",Rishad Naoroji,$3.9 B,India
809,Plastic pipes,Sandeep Engineer,$3.9 B,India
810,Diversified,Madhur Bajaj,$3.9 B,India
810,Diversified,Shekhar Bajaj,$3.9 B,India
812,Diversified,Niraj Bajaj,$3.9 B,India
813,Real estate,Yitzhak Tshuva,$3.9 B,Israel
814,Chemicals,Vivek Jain,$3.9 B,India
815,Cryptocurrency,Paolo Ardoino,$3.9 B,Italy
815,Cryptocurrency,Jean-Louis van der Velde,$3.9 B,Netherlands
815,Meat processing,Steve Lavin & family,$3.9 B,United States
818,"Metals, mining",Andrei Bokarev,$3.9 B,Russia
819,Fashion investments,Lawrence Stroll,$3.9 B,Canada
820,Hedge funds,Alan Howard,$3.9 B,United Kingdom
821,Real estate,Yakir Gabay,$3.9 B,Cyprus
822,Franklin Templeton,Rupert Johnson Jr,$3.9 B,United States
823,Bloomberg LP,Charles Zegar,$3.9 B,United States
824,Supermarkets,Djoko Susanto,$3.9 B,Indonesia
825,Zoom Video Communications,Eric Yuan & family,$3.9 B,United States
826,"Oil, investments",Sid Bass,$3.9 B,United States
827,Consumer goods,Acharya Balkrishna,$3.9 B,India
828,"Groupon, investments",Eric Lefkofsky,$3.9 B,United States
829,Aluminum,Zhang Xuexin & family,$3.9 B,China
830,Diversified,Abdulla bin Ahmad Al Ghurair & family,$3.8 B,United Arab Emirates
831,Real estate,Lin Chen-hai,$3.8 B,Taiwan
832,Hyundai,Euisun Chung,$3.8 B,South Korea
833,Venture capital,Shen Neil,$3.8 B,China
834,Business software,Thomas Siebel,$3.8 B,United States
835,Train cars,Peter Spuhler,$3.8 B,Switzerland
836,Campbell Soup,Mary Alice Dorrance Malone,$3.8 B,United States
837,Telecom,Naguib Sawiris,$3.8 B,Egypt
838,Valves,Zhang Daocai,$3.8 B,China
839,Beef packing,Wesley Batista,$3.8 B,Brazil
839,Beef processing,Joesley Batista,$3.8 B,Brazil
841,Private equity,Barry Sternlicht,$3.8 B,United States
842,"Media, automotive",James Chambers,$3.8 B,United States
843,Poultry processing,Joseph Grendys,$3.8 B,United States
844,"Media, automotive",Margaretta Taylor,$3.8 B,United States
845,Adhesives,Madhukar Parekh,$3.8 B,India
846,Medical equipment,Pat Stryker,$3.8 B,United States
847,"Media, automotive",Katharine Rayner,$3.8 B,United States
848,Furniture,Yao Liangsong,$3.8 B,China
849,Diversified,Ipek Kirac,$3.8 B,Turkey
850,Private equity,José E. Feliciano,$3.8 B,United States
851,Private equity,David Rubenstein,$3.8 B,United States
852,Pharmaceuticals,Leonard Schleifer,$3.8 B,United States
853,Private equity,Behdad Eghbali,$3.8 B,United States
854,Steel production,Wenrong Shen,$3.7 B,China
855,Security software,George Kurtz,$3.7 B,United States
856,Solar wafers and modules,Li Chunan,$3.7 B,China
857,Insurance,Chen Dongsheng,$3.7 B,China
858,Diversified,Sanjiv Goenka,$3.7 B,India
859,Aerospace,Eren Ozmen,$3.7 B,United States
860,"Hotels, investments",Anthony Pritzker,$3.7 B,United States
861,"Oil, coal, real estate",Mikhail Gutseriev,$3.7 B,Russia
862,Diversified,Anand Mahindra,$3.7 B,India
863,Retail,Horst Paulmann & family,$3.7 B,Chile
864,Cars,Roger Penske,$3.7 B,United States
865,Real estate,H. Ross Perot Jr,$3.7 B,United States
866,Beer,Beatriz Davila de Santo Domingo,$3.7 B,Colombia
867,Spirits,Alessandra Garavoglia,$3.7 B,Italy
868,Online gambling,John Coates,$3.7 B,United Kingdom
869,Coal,Dewi Kam,$3.7 B,Indonesia
870,Real estate,Akira Mori & family,$3.7 B,Japan
871,Online retailing,Bom Kim,$3.7 B,United States
872,"Shipping, soccer",Evangelos Marinakis & family,$3.7 B,Greece
873,Tobacco,John Middleton,$3.7 B,United States
874,"Hospitals, airline",Prasert Prasarttong-Osoth,$3.7 B,Thailand
875,Shoes,Masahiro Miki,$3.7 B,Japan
876,Publishing,Hubert Burda,$3.7 B,Germany
877,Chemicals,Markus Blocher,$3.7 B,Switzerland
878,Financial services,Matthias Reinhart,$3.7 B,Switzerland
879,E-commerce,Zhang Tao,$3.7 B,China
880,Real estate,Jay Paul,$3.7 B,United States
881,Fintech,Hayes Barnard,$3.7 B,United States
882,Fashion,Brunello Cucinelli & family,$3.7 B,Italy
883,Publishing,Christiane Schoeller,$3.7 B,Germany
884,Retail,Christian Haub,$3.7 B,Germany
885,Diversified,Semahat Sevim Arsel,$3.7 B,Turkey
886,Chemicals,Stephan Schnabel,$3.7 B,Germany
887,Heating and cooling equipment,Anna Katharina Viessmann,$3.7 B,Germany
888,Diversified,Harsh Goenka,$3.6 B,India
889,Video games,Jon Yarbrough,$3.6 B,United States
890,Auto parts,Cho Tak Wong,$3.6 B,Hong Kong
891,Fish farming,Gustav Magnar Witzoe,$3.6 B,Norway
892,Mining,Vladimir Kim,$3.6 B,Kazakhstan
893,Advertising,Jason Jiang,$3.6 B,Singapore
894,Insurance,J. Hyatt Brown,$3.6 B,United States
895,"Hotels, investments",Penny Pritzker,$3.6 B,United States
896,mining,Alexander Ramlie,$3.6 B,Indonesia
897,Consumer goods,Karsanbhai Patel,$3.6 B,India
898,Web hosting,Bob Parsons,$3.6 B,United States
899,Investments,Steven Klinsky,$3.6 B,United States
900,Investments,Ira Rennert,$3.6 B,United States
901,Venture capital,Josh Kushner,$3.6 B,United States
902,"Automobiles, batteries",Xia Zuoquan,$3.6 B,China
903,Online services,Kim Beom-su,$3.6 B,South Korea
904,Hedge funds,Daniel Och,$3.6 B,United States
905,Aerospace,Fatih Ozmen,$3.6 B,United States
906,Media,Kalanithi Maran,$3.6 B,India
907,Real estate,Samuel Tak Lee,$3.6 B,Hong Kong
908,Discount brokerage,Rodger Riney & family,$3.6 B,United States
909,Snapchat,Evan Spiegel,$3.6 B,United States
910,Real estate,Edwin Leong,$3.6 B,Hong Kong
911,Semiconductors,Chen Tianshi,$3.6 B,China
912,Private equity,William Conway Jr,$3.6 B,United States
913,"Mining, commodities",Aristotelis Mistakidis,$3.6 B,Greece
914,Education,Sunny Varkey,$3.6 B,India
915,Fertilizer,Xiao Yongming & family,$3.6 B,China
916,Uber,Travis Kalanick,$3.6 B,United States
917,Smartphone components,Zeng Fangqin,$3.6 B,Hong Kong
918,Investing,Walter P.J. Droege,$3.6 B,Germany
919,Pharmaceuticals,Tse Ping & family,$3.6 B,China
920,Convenience stores,Jacques D'Amours,$3.6 B,Canada
921,Tequila,Juan Domingo Beckmann Legorreta & family,$3.6 B,Mexico
922,Money management,Bruce Flatt,$3.5 B,Canada
923,Stock brokerage,Timur Turlov,$3.5 B,Kazakhstan
924,Agriculture,Andrej Babis,$3.5 B,Czech Republic
925,Consumer goods,Harsh Mariwala,$3.5 B,India
926,Solar panel components,Lin Jianhua,$3.5 B,China
927,Titanium,Mikhail Shelkov,$3.5 B,Russia
928,Hearing aids,Susan Carol Holland,$3.5 B,Italy
929,"Art, car dealerships",Norman Braman,$3.5 B,United States
930,Sensor systems,Sanjit Biswas,$3.5 B,United States
931,"Oil, gas",Nikolai Buinov,$3.5 B,Russia
932,Online retail,Hiroshi Mikitani,$3.5 B,Japan
933,Cybersecurity,Michael Xie,$3.5 B,United States
934,Skincare,Fan Daidi,$3.5 B,China
935,Aviation,Charles Edelstenne,$3.5 B,France
936,Cable television,Amos Hostetter Jr,$3.5 B,United States
937,"Hotels, investments",J.B. Pritzker,$3.5 B,United States
938,Private equity,Carl Thoma,$3.5 B,United States
939,Yahoo,David Filo,$3.5 B,United States
940,Shopping malls,John Gandel,$3.5 B,Australia
941,Hedge funds,John Paulson,$3.5 B,United States
942,"Mining, commodities",Daniel Mate,$3.5 B,Spain
943,Winter jackets,Remo Ruffini,$3.5 B,Italy
944,Biotechnology,Ugur Sahin,$3.5 B,Germany
945,Investments,Wesley Edens,$3.4 B,United States
946,Defense,Neal Blue & family,$3.4 B,United States
947,Diamond jewelry,Laurence Graff & family,$3.4 B,United Kingdom
948,Motors,Shigenobu Nagamori,$3.4 B,Japan
949,Flavorings,Hans Peter Wild,$3.4 B,Switzerland
950,Steel,Barry Zekelman,$3.4 B,Canada
951,"Casinos, hotels",Steve Wynn,$3.4 B,United States
952,Real estate,Richard LeFrak & family,$3.4 B,United States
953,Shipping,Tung Chee Chen,$3.4 B,Hong Kong
954,Chicken processing,Paul-Heinz Wesjohann & family,$3.4 B,Germany
955,Valve manufacturing,Catherine Lozick,$3.4 B,United States
956,"Nutrition, wellness products",Frank VanderSloot,$3.4 B,United States
957,Sensor systems,John Bicket,$3.4 B,United States
958,Chemicals,Arun Bharat Ram,$3.4 B,India
959,"Auto parts, distribution",Catheline Perier D'Ieteren,$3.4 B,Belgium
960,"Dole, real estate",David Murdock,$3.4 B,United States
961,"Walmart, logistics",Drayton McLane Jr,$3.4 B,United States
962,Infrastructure,G. M. Rao,$3.4 B,India
963,Drug distribution,Stewart Rahr,$3.4 B,United States
964,Energy,Saban Cemil Kazanci,$3.4 B,Turkey
965,Fertilizer,Alceu Elias Feldmann & family,$3.4 B,Brazil
966,Online games,Kwon Hyuk-bin,$3.4 B,South Korea
967,machinery,Wang Weixiu & family,$3.4 B,China
968,Meat processing,Michael Latifi,$3.4 B,Canada
